ticker,date,gap_pct,open_price,atr,candle_color,has_follow_through,included_in_analysis,entry_price,entry_time,eod_close,eod_return,lod_price,lod_time,lod_minutes_from_open,lod_before_entry,hod_price,hod_time,hod_minutes_from_open,mae_pct,mfe_pct,new_low_after_entry,new_low_after_30min,max_pullback_before_new_high,fwd_15min,fwd_30min,fwd_1hr,fwd_2hr
AA,2024-10-11 04:00:00+00:00,0.0370842360137631,40.69,1.702142857142856,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AA,2024-10-18 04:00:00+00:00,0.0352007932573127,41.76,1.542857142857141,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-01-22 05:00:00+00:00,0.0247217188713434,39.585,1.3364285714285704,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-02-06 05:00:00+00:00,0.0205327413984462,36.78,1.504285714285715,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-02-07 05:00:00+00:00,0.020740534521158,36.665,1.5721428571428575,BULLISH,True,True,37.61,2025-02-07 09:40:00-05:00,36.13,-0.03935123637330489,36.05,2025-02-07 15:35:00-05:00,365.0,False,37.8,2025-02-07 09:45:00-05:00,15.0,-0.04147833023132152,0.005051847912789092,True,True,0.0,-0.0065142249401754174,-0.015155543738367463,-0.013294336612603031,-0.035628822121776024
AA,2025-02-10 05:00:00+00:00,0.0343205092720729,37.37,1.5321428571428573,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-03-03 05:00:00+00:00,0.0284338799458402,34.18,1.459999999999999,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-03-05 05:00:00+00:00,0.0433944069431051,32.46,1.4874999999999992,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-06-05 04:00:00+00:00,0.0204603580562659,27.93,0.9721428571428572,BULLISH,True,True,28.33,2025-06-05 11:00:00-04:00,27.85,-0.01694316978468044,27.69,2025-06-05 10:00:00-04:00,30.0,True,28.4,2025-06-05 13:30:00-04:00,240.0,-0.01729615248852801,0.0024708789269325903,True,True,-0.002470878926932465,0.0007059654076951333,-0.004765266501941335,0.0005294740557712873,-0.0045887751500176144
AA,2025-06-11 04:00:00+00:00,0.021550225929788,29.39,0.948214285714286,NEUTRAL,True,True,29.8,2025-06-11 09:50:00-04:00,28.73,-0.03590604026845638,28.59,2025-06-11 14:15:00-04:00,285.0,False,30.01,2025-06-11 10:15:00-04:00,45.0,-0.04060402684563761,0.007046979865771841,True,True,-0.00637583892617454,0.0013422818791946022,0.005704697986577119,-0.005704697986577238,-0.021140939597315403
AA,2025-06-30 04:00:00+00:00,0.0214260625219529,29.08,1.0796428571428576,NEUTRAL,True,True,29.525,2025-06-30 15:50:00-04:00,29.535,0.0003386960203218142,29.04,2025-06-30 09:35:00-04:00,5.0,True,29.575,2025-06-30 15:55:00-04:00,385.0,-0.00338696020321754,0.0016934801016088303,True,False,-0.000846740050804355,0.0003386960203218142,0.0003386960203218142,0.0003386960203218142,0.0003386960203218142
AA,2025-07-02 04:00:00+00:00,0.0203507610853739,30.835,1.0964285714285718,BULLISH,True,True,31.33,2025-07-02 09:45:00-04:00,31.525,0.006224066390041503,30.72,2025-07-02 09:30:00-04:00,0.0,True,31.625,2025-07-02 15:55:00-04:00,385.0,-0.008937120970315914,0.009415895308011546,True,False,-0.0012767315671879716,-0.0003191828917969362,-0.0035110118097669784,0.002234280242579007,0.005745292052346099
AA,2025-09-29 04:00:00+00:00,0.0232415902140672,33.46,1.1375000000000004,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-10-08 04:00:00+00:00,0.0313907657657656,36.635,1.3378571428571424,BULLISH,True,True,37.42,2025-10-08 09:35:00-04:00,37.08,-0.009086050240513186,36.405,2025-10-08 10:05:00-04:00,35.0,False,37.56,2025-10-08 09:35:00-04:00,5.0,-0.0271245323356494,0.0037413148049171715,True,True,-0.005344735435596014,-0.0130946018172101,-0.024585783003741358,-0.017637626937466695,-0.013361838588989844
AA,2025-10-09 04:00:00+00:00,0.0252157497303129,38.015,1.378571428571428,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-10-13 04:00:00+00:00,0.0456881781838947,36.62,1.4807142857142854,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2025-10-23 04:00:00+00:00,0.0567863151991028,37.685,2.1725,NEUTRAL,True,True,39.32,2025-10-23 09:35:00-04:00,40.12,0.02034587995930817,37.685,2025-10-23 09:30:00-04:00,0.0,True,41.55,2025-10-23 14:10:00-04:00,280.0,-0.028611393692777213,0.05671414038657164,True,False,-0.0054679552390641765,0.031027466937945038,0.022253306205493387,0.034842319430315294,0.034842319430315294
AA,2026-01-21 05:00:00+00:00,0.0241390408754425,63.64,2.882857142857142,BULLISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2026-01-26 05:00:00+00:00,0.0217041800643085,63.55,3.0989285714285706,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2026-01-29 05:00:00+00:00,0.0499916680553241,63.01,3.0260714285714285,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AA,2026-02-03 05:00:00+00:00,0.0395222957298736,60.495,3.234285714285715,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2026-02-06 05:00:00+00:00,0.0296256874223878,58.04,3.528214285714286,BULLISH,True,True,59.57,2026-02-06 11:30:00-05:00,59.18,-0.006546919590397861,57.875,2026-02-06 09:30:00-05:00,0.0,True,60.03,2026-02-06 14:20:00-05:00,290.0,-0.012254490515360029,0.007722007722007736,True,False,-0.000167869733087091,0.005539701191875076,0.0053718314587879856,0.005120026859157289,0.004280678193721715
AA,2026-02-11 05:00:00+00:00,0.0292998785916633,63.585,3.653928571428572,BULLISH,False,False,,,,,,,,,,,,,,,,,,,,
AA,2026-02-18 05:00:00+00:00,0.0202767383169436,58.62,3.749642857142858,NEUTRAL,True,True,60.17,2026-02-18 10:15:00-05:00,60.22,0.0008309788931360671,58.34,2026-02-18 09:30:00-05:00,0.0,True,61.13,2026-02-18 11:40:00-05:00,130.0,-0.012464683397041714,0.01595479474821341,True,False,0.0,0.001994349343526632,0.004819677580189449,0.004819677580189449,0.01163370450390553
AAL,2024-01-25 05:00:00+00:00,0.0470039468963042,14.59,0.658571428571429,BULLISH,True,True,14.92,2024-01-25 09:30:00-05:00,15.37,0.03016085790884714,14.55,2024-01-25 09:30:00-05:00,0.0,True,15.455,2024-01-25 13:05:00-05:00,215.0,-0.024798927613940966,0.035857908847185,True,False,-0.004691689008042914,0.0020107238605897694,0.02077747989276143,0.015750670241286825,0.014745308310992
AAL,2024-09-26 04:00:00+00:00,0.0336669699727023,11.36,0.4207142857142855,BULLISH,True,True,11.67,2024-09-26 09:30:00-04:00,11.8,0.011139674378748996,11.35,2024-09-26 09:30:00-04:00,0.0,True,11.98,2024-09-26 10:45:00-04:00,75.0,-0.02742073693230508,0.026563838903170565,True,False,-0.004284490145672726,0.01028277634961433,0.009425878320479815,0.011568123393316178,0.005998286203941755
AAL,2024-10-04 04:00:00+00:00,0.0493542435424354,11.375,0.4317857142857143,BULLISH,True,True,11.96,2024-10-04 09:30:00-04:00,11.52,-0.036789297658862984,11.295,2024-10-04 13:10:00-04:00,220.0,False,11.965,2024-10-04 09:30:00-04:00,0.0,-0.055602006688963285,0.0004180602006688131,True,True,-0.055602006688963285,-0.018394648829431492,-0.013377926421404692,-0.036789297658862984,-0.0493311036789299
AAL,2024-10-15 04:00:00+00:00,0.0235888795282225,12.15,0.4710714285714288,BULLISH,True,True,12.38,2024-10-15 09:40:00-04:00,12.04,-0.027463651050080907,12.005,2024-10-15 15:10:00-04:00,340.0,False,12.47,2024-10-15 09:45:00-04:00,15.0,-0.030290791599353793,0.007269789983844899,True,True,0.0,-0.00807754442649446,-0.006462035541195482,-0.005250403877221427,-0.0008077544426495608
AAL,2024-10-24 04:00:00+00:00,0.0264797507788161,13.18,0.4725000000000001,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AAL,2024-10-28 04:00:00+00:00,0.0364741641337386,13.64,0.5092857142857143,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AAL,2025-01-22 05:00:00+00:00,0.0241481083981754,19.085,0.6539285714285713,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
AAL,2025-02-26 05:00:00+00:00,0.0231481481481482,15.47,0.5167857142857144,BULLISH,False,False,,,,,,,,,,,,,,,,,,,,
AAL,2025-05-27 04:00:00+00:00,0.0219043361645059,11.43,0.4842857142857144,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AAL,2025-06-24 04:00:00+00:00,0.0279816513761467,11.205,0.449642857142857,BULLISH,True,True,11.39,2025-06-24 10:20:00-04:00,11.38,-0.0008779631255487082,11.205,2025-06-24 09:30:00-04:00,0.0,True,11.455,2025-06-24 14:15:00-04:00,285.0,-0.01053555750658481,0.0057067603160666815,True,False,-0.01053555750658481,-0.007023705004389822,-0.006584723441615545,-0.005706760316066838,-0.0013169446883231403
AAL,2025-10-09 04:00:00+00:00,0.0538135593220338,12.435,0.4075,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AAL,2025-10-23 04:00:00+00:00,0.0559237779618888,12.745,0.5328571428571428,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AAL,2025-10-24 04:00:00+00:00,0.0203681942812377,13.025,0.5814285714285713,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AAL,2026-02-26 05:00:00+00:00,0.0214044310927525,13.6,0.6674999999999999,BULLISH,True,True,13.88,2026-02-26 09:30:00-05:00,14.01,0.009365994236311168,13.6,2026-02-26 09:30:00-05:00,0.0,True,14.125,2026-02-26 11:00:00-05:00,90.0,-0.020172910662824287,0.017651296829971123,True,False,-0.003602305475504374,-0.0003602305475504886,-0.005043227665706072,-0.002881844380403525,0.012247838616714692
AAPL,2024-04-29 04:00:00+00:00,0.0248832673325847,173.4,3.608928571428572,BULLISH,True,True,175.3,2024-04-29 09:35:00-04:00,173.48,-0.010382201939532354,173.145,2024-04-29 15:50:00-04:00,380.0,False,176.03,2024-04-29 09:45:00-04:00,15.0,-0.012293211637193388,0.004164289788933199,True,True,-0.0013690815744438623,0.0009697661152309611,0.002281802624072888,-0.004478037649743439,-0.006417569880205361
AAPL,2024-05-03 04:00:00+00:00,0.0780916074626004,186.65,4.1685714285714255,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AAPL,2025-01-31 05:00:00+00:00,0.0403948974866332,247.125,6.842142857142859,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AAPL,2025-05-12 04:00:00+00:00,0.0629502745730263,210.985,6.127500000000004,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
AAPL,2025-09-03 04:00:00+00:00,0.0327397797030781,237.21,4.130357142857144,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ABBV,2024-11-06 05:00:00+00:00,0.0204294143898448,205.79,3.781071428571426,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ABBV,2025-04-03 04:00:00+00:00,0.0273077485736577,210.67,5.174285714285714,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ABBV,2025-07-31 04:00:00+00:00,0.0321371042277324,195.43,4.317142857142857,BULLISH,True,True,197.265,2025-07-31 09:30:00-04:00,189.0,-0.041897954528172694,187.65,2025-07-31 15:50:00-04:00,380.0,False,198.61,2025-07-31 09:30:00-04:00,0.0,-0.04874154056725715,0.006818239424125047,True,True,-0.04874154056725715,-0.015537474970217718,-0.019694319823587516,-0.02336957899272545,-0.014675690061592183
ABNB,2024-04-24 04:00:00+00:00,0.0219647073443519,164.475,4.612499999999999,BULLISH,False,False,,,,,,,,,,,,,,,,,,,,
ABNB,2024-09-17 04:00:00+00:00,0.0239026879891119,120.37,2.9960714285714283,NEUTRAL,True,True,122.08,2024-09-17 09:45:00-04:00,122.13,0.00040956749672343675,119.53,2024-09-17 09:30:00-04:00,0.0,True,124.69,2024-09-17 10:40:00-04:00,70.0,-0.004750982961992122,0.02137942332896461,True,False,-0.003768020969855781,0.0036861074705111635,0.013761467889908313,0.017611402359108828,0.003194626474442993
ABNB,2024-09-19 04:00:00+00:00,0.0445896284197631,127.91,3.523214285714285,BULLISH,True,True,129.595,2024-09-19 09:55:00-04:00,128.75,-0.006520313283691492,127.44,2024-09-19 09:30:00-04:00,0.0,True,131.28,2024-09-19 10:35:00-04:00,65.0,-0.008333654847795151,0.01300204483197656,True,False,-0.0022377406535745363,0.002970793626297241,0.008873799143485519,0.0010802885913809544,0.006018750723407548
ABNB,2024-10-04 04:00:00+00:00,0.0208333333333333,127.89,3.644999999999997,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ABNB,2025-01-15 05:00:00+00:00,0.0205361341903118,130.2,3.375714285714286,BULLISH,True,True,132.4,2025-01-15 09:30:00-05:00,132.48,0.000604229607250635,130.2,2025-01-15 09:30:00-05:00,0.0,True,133.06,2025-01-15 10:40:00-05:00,70.0,-0.0166163141993959,0.004984894259818705,True,False,-0.0026057401812688737,-0.00789274924471311,0.000604229607250635,-0.0004531722054380836,-0.004154078549849029
ABNB,2025-02-14 05:00:00+00:00,0.1201701524282168,158.0,5.176071428571428,NEUTRAL,True,True,160.52,2025-02-14 09:50:00-05:00,161.57,0.0065412409668576055,157.175,2025-02-14 09:30:00-05:00,0.0,True,163.92,2025-02-14 10:55:00-05:00,85.0,-0.006292050834787063,0.021181161226015308,True,False,-3.1148766508994976e-05,0.005482182905556911,0.003987042113132235,0.019125342636431553,0.00221156242212802
ABNB,2025-04-23 04:00:00+00:00,0.0489206128133705,120.5,7.261785714285715,BULLISH,False,False,,,,,,,,,,,,,,,,,,,,
ABNB,2025-05-12 04:00:00+00:00,0.0469782813975449,133.05,4.485714285714287,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
ABNB,2026-02-13 05:00:00+00:00,0.0793035083182483,125.21,4.396785714285713,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-01-24 05:00:00+00:00,0.0202952029520295,5.53,0.287142857142857,BULLISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-02-01 05:00:00+00:00,0.031055900621118,4.98,0.3121428571428571,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-02-09 05:00:00+00:00,0.0270270270270271,5.32,0.2853571428571428,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-02-14 05:00:00+00:00,0.04642166344294,5.41,0.2999999999999999,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-02-22 05:00:00+00:00,0.0208333333333332,5.145,0.2764285714285713,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-02-29 05:00:00+00:00,0.0212314225053077,4.81,0.2614285714285714,NEUTRAL,True,True,4.965,2024-02-29 09:50:00-05:00,4.82,-0.029204431017119753,4.81,2024-02-29 09:30:00-05:00,0.0,True,4.97,2024-02-29 09:50:00-05:00,20.0,-0.03121852970795574,0.001007049345417904,True,False,-0.03121852970795574,-0.014098690835851014,-0.024169184290030232,-0.02819738167170185,-0.025176233635448138
ACHR,2024-03-06 05:00:00+00:00,0.0332541567695961,4.35,0.2525,BULLISH,True,True,4.455,2024-03-06 11:45:00-05:00,4.24,-0.048260381593714895,4.195,2024-03-06 15:35:00-05:00,365.0,False,4.545,2024-03-06 12:25:00-05:00,175.0,-0.05836139169472498,0.02020202020202017,True,True,0.0,-0.0033670033670032953,0.00673400673400679,0.00897867564534232,-0.023569023569023663
ACHR,2024-03-21 04:00:00+00:00,0.0217391304347826,5.17,0.3546428571428572,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-04-04 04:00:00+00:00,0.027272727272727,4.52,0.2414285714285714,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-06-03 04:00:00+00:00,0.0229007633587786,3.35,0.1775,BULLISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-06-05 04:00:00+00:00,0.0476923076923076,3.405,0.16,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-06-06 04:00:00+00:00,0.0537010159651669,3.63,0.1742857142857143,NEUTRAL,True,True,3.71,2024-06-06 09:40:00-04:00,3.42,-0.07816711590296498,3.42,2024-06-06 11:50:00-04:00,140.0,False,3.71,2024-06-06 09:40:00-04:00,10.0,-0.07816711590296498,0.0,True,True,-0.07816711590296498,-0.05121293800539082,-0.03638814016172501,-0.059299191374663,-0.07008086253369267
ACHR,2024-06-12 04:00:00+00:00,0.0454545454545455,3.45,0.1785714285714286,BULLISH,True,True,3.535,2024-06-12 09:30:00-04:00,3.36,-0.04950495049504958,3.36,2024-06-12 15:55:00-04:00,385.0,False,3.62,2024-06-12 09:40:00-04:00,10.0,-0.04950495049504958,0.024045261669024036,True,True,0.0,0.007072135785007047,-0.004243281471004278,-0.024045261669024036,-0.021216407355021265
ACHR,2024-06-21 04:00:00+00:00,0.0224719101123594,3.185,0.1942857142857142,BULLISH,True,True,3.265,2024-06-21 10:05:00-04:00,3.665,0.12251148545176108,3.185,2024-06-21 09:35:00-04:00,0.0,True,3.695,2024-06-21 15:25:00-04:00,350.0,-0.004594180704441079,0.1316998468606431,True,False,0.0,0.0,0.003062787136293962,0.015313935681470082,0.05666156202143952
ACHR,2024-07-02 04:00:00+00:00,0.0218978102189781,3.5,0.2342857142857142,BULLISH,True,True,3.7,2024-07-02 09:35:00-04:00,3.715,0.0040540540540539675,3.5,2024-07-02 09:30:00-04:00,0.0,True,3.785,2024-07-02 09:55:00-04:00,25.0,-0.03108108108108114,0.022972972972972964,True,False,0.0,0.01621621621621611,-0.002702702702702765,-0.018918918918918996,-0.029729729729729815
ACHR,2024-07-03 04:00:00+00:00,0.0430686406460296,3.875,0.2553571428571428,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-07-05 04:00:00+00:00,0.1306413301662707,4.76,0.2803571428571428,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-07-08 04:00:00+00:00,0.0454545454545452,4.6,0.2835714285714285,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-07-11 04:00:00+00:00,0.0238907849829352,4.5,0.3214285714285713,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-07-12 04:00:00+00:00,0.0416666666666667,4.75,0.3242857142857142,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-07-15 04:00:00+00:00,0.0367063492063491,5.225,0.3207142857142856,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-07-26 04:00:00+00:00,0.0419501133786847,4.595,0.3203571428571429,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-07-29 04:00:00+00:00,0.0202774813233726,4.78,0.32,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-08-06 04:00:00+00:00,0.0435339308578746,4.075,0.3064285714285715,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-08-08 04:00:00+00:00,0.0261096605744125,3.93,0.2985714285714285,BULLISH,True,True,4.05,2024-08-08 11:25:00-04:00,3.99,-0.014814814814814718,3.89,2024-08-08 09:50:00-04:00,20.0,True,4.08,2024-08-08 14:20:00-04:00,290.0,-0.01728395061728391,0.007407407407407469,True,False,-0.011111111111111094,-0.006172839506172708,-0.0012345679012345416,-0.0049382716049381666,-0.0024691358024690833
ACHR,2024-09-26 04:00:00+00:00,0.0206896551724138,2.96,0.1478571428571428,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-09-27 04:00:00+00:00,0.0274914089347079,2.99,0.1482142857142857,NEUTRAL,True,True,3.05,2024-09-27 09:35:00-04:00,3.065,0.004918032786885287,2.99,2024-09-27 09:30:00-04:00,0.0,True,3.17,2024-09-27 10:05:00-04:00,35.0,-0.009836065573770428,0.039344262295082005,True,False,0.0,0.022950819672131244,0.03278688524590167,0.026229508196721336,0.03278688524590167
ACHR,2024-10-02 04:00:00+00:00,0.0319327731092436,3.07,0.1478571428571428,BULLISH,True,True,3.15,2024-10-02 10:35:00-04:00,3.205,0.017460317460317513,2.99,2024-10-02 09:40:00-04:00,10.0,True,3.21,2024-10-02 14:35:00-04:00,305.0,-0.023809523809523725,0.019047619047619067,True,False,0.0,0.0,-0.003174603174603107,-0.019047619047619067,0.006349206349206355
ACHR,2024-10-04 04:00:00+00:00,0.032312925170068,3.035,0.1535714285714285,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-10-16 04:00:00+00:00,0.0241545893719807,3.18,0.1574999999999999,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-10-23 04:00:00+00:00,0.0303030303030303,3.4,0.1653571428571429,NEUTRAL,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-11-01 04:00:00+00:00,0.0222222222222223,3.22,0.1910714285714285,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-11-06 05:00:00+00:00,0.0371517027863777,3.35,0.2024999999999999,BEARISH,False,False,,,,,,,,,,,,,,,,,,,,
ACHR,2024-11-07 05:00:00+00:00,0.0610328638497653,3.39,0.2282142857142857,BULLISH,True,True,3.51,2024-11-07 09:40:00-05:00,3.49,-0.005698005698005577,3.35,2024-11-07 09:30:00-05:00,0.0,True,3.65,2024-11-07 11:00:00-05:00,90.0,-0.02849002849002839,0.03988603988603993,True,False,-0.0014245014245013942,0.0056980056980057035,0.014245014245014322,0.009971509971510013,0.019943019943020026
ACHR,2024-11-08 05:00:00+00:00,0.0286532951289397,3.59,0.257142857142857,BULLISH,True,True,3.76,2024-11-08 09:35:00-05:00,3.89,0.034574468085106475,3.5,2024-11-08 09:30:00-05:00,0.0,True,4.1,2024-11-08 10:00:00-05:00,30.0,-0.01994680851063823,0.09042553191489358,True,False,0.0,0.06117021276595756,0.08244680851063843,0.08776595744680854,-0.010638297872340318
ACHR,2024-11-11 05:00:00+00:00,0.1002570694087403,4.28,0.2842857142857142,NEUTRAL,True,True,4.435,2024-11-11 10:15:00-05:00,4.51,0.016910935738444235,4.07,2024-11-11 09:30:00-05:00,0.0,True,4.59,2024-11-11 10:35:00-05:00,65.0,-0.03382187147688827,0.034949267192784725,True,False,-0.010146561443066502,0.021420518602029457,0.0033821871476889674,-0.0011273957158962557,0.009019165727170245
ACHR,2024-11-22 05:00:00+00:00,0.0259515570934255,5.93,0.4724999999999997,BULLISH,True,True,6.12,2024-11-22 12:00:00-05:00,6.04,-0.013071895424836612,5.745,2024-11-22 10:50:00-05:00,80.0,True,6.22,2024-11-22 12:20:00-05:00,170.0,-0.03104575163398699,0.016339869281045694,True,True,-0.004901960784313766,0.012254901960784343,-0.003267973856209226,0.0,-0.008986928104575118
ACHR,2024-11-25 05:00:00+00:00,0.1001655629139072,6.645,0.5978571428571426,BULLISH,True,True,6.955,2024-11-25 09:35:00-05:00,7.565,0.087706685837527,6.43,2024-11-25 09:30:00-05:00,0.0,True,7.89,2024-11-25 11:55:00-05:00,145.0,-0.020129403306973354,0.13443565780014372,True,False,-0.0028756290438534094,-0.006470165348670011,0.10567936736161039,0.08554996405463691,0.10424155283968363
ACHR,2025-01-21 05:00:00+00:00,0.022083805209513,9.025,1.0664285714285715,BULLISH,True,True,9.59,2025-01-21 09:30:00-05:00,9.69,0.010427528675703821,8.825,2025-01-21 10:15:00-05:00,45.0,False,9.92,2025-01-21 11:20:00-05:00,110.0,-0.07977059436913457,0.03441084462982274,True,True,-0.012513034410844549,-0.0010427528675703635,-0.06465067778936384,-0.016684045881126187,0.026068821689259645
