ticker,date,direction,gap_pct,abs_gap_pct,gap_bucket,atr,open_price,prev_close,candle_color,ft_level,has_ft,session_high,session_low,eod_close,hod_minutes_from_open,lod_minutes_from_open,entry_price,entry_time,ft_minutes_from_open,eod_return,eod_return_from_open,mae_pct,mfe_pct,adverse_after_ft,bounce_depth_before_dest,close_above_open,fwd_15min,fwd_30min,fwd_1hr,fwd_2hr,cs,is_nr7,bar1_time,data_ok,group
AA,2025-03-05,GAP_UP,0.0433944069431051,0.0433944069431051,2-5%,1.4874999999999992,32.46,31.11,BEARISH,31.865,True,32.65,31.67,32.37,0.0,120.0,31.86,2025-03-05 11:20:00-05:00,110.0,-0.016008,0.002773,0.022599,0.005964,True,-0.000314,False,0.000785,-0.000628,-0.003139,0.000785,,,,False,excluded_or_missing
AA,2025-10-09,GAP_UP,0.0252157497303129,0.0252157497303129,2-5%,1.378571428571428,38.015,37.08,BEARISH,37.46357142857143,True,38.07,36.8,37.005,0.0,275.0,37.385,2025-10-09 09:55:00-04:00,25.0,0.010165,0.026568,0.013508,0.015648,True,0.013508,False,-0.003879,-0.001204,-0.005216,-0.010566,,,,False,excluded_or_missing
AA,2025-10-13,GAP_UP,0.0456881781838947,0.0456881781838947,2-5%,1.4807142857142854,36.62,35.02,BEARISH,36.02771428571428,True,36.89,35.63,36.245,140.0,10.0,36.01,2025-10-13 09:35:00-04:00,5.0,-0.006526,0.01024,0.024438,0.010553,True,-0.000278,False,0.001111,-0.003194,-0.002499,-0.018884,,,,False,excluded_or_missing
AA,2026-01-26,GAP_UP,0.0217041800643085,0.0217041800643085,2-5%,3.0989285714285706,63.55,62.2,BEARISH,62.31042857142857,True,63.55,58.315,58.54,0.0,375.0,60.57,2026-01-26 09:30:00-05:00,0.0,0.033515,0.078836,0.049199,0.03723,True,0.015354,False,0.002642,-0.001321,-0.005613,0.013703,,,,False,excluded_or_missing
AA,2026-02-03,GAP_UP,0.0395222957298736,0.0395222957298736,2-5%,3.234285714285715,60.495,58.195,BEARISH,59.20128571428571,False,61.36,59.38,61.36,385.0,235.0,,,,,-0.0142987023720969,,,,,,,,,,,,,False,excluded_or_missing
AAL,2025-05-27,GAP_UP,0.0219043361645059,0.0219043361645059,2-5%,0.4842857142857144,11.43,11.185,BEARISH,11.236285714285714,False,11.8,11.375,11.655,120.0,0.0,,,,,-0.0196850393700787,,,,,,,,,,75.90019101049803,False,2025-05-27 09:30:00-04:00,True,bearish_non_magenta
AAL,2025-10-09,GAP_UP,0.0538135593220338,0.0538135593220338,5-8%,0.4075,12.435,11.8,BEARISH,12.272,True,12.49,11.515,11.615,0.0,225.0,12.195,2025-10-09 09:30:00-04:00,0.0,0.04756,0.065943,0.02419,0.055761,True,0.01148,False,0.00574,0.00738,0.02665,0.041,,,,False,excluded_or_missing
AAL,2025-10-23,GAP_UP,0.0559237779618888,0.0559237779618888,5-8%,0.5328571428571428,12.745,12.07,BEARISH,12.531857142857142,True,13.04,12.35,12.765,285.0,5.0,12.51,2025-10-23 09:30:00-04:00,0.0,-0.020384,-0.001569,0.042366,0.01279,True,0.002798,True,-0.013189,0.002798,0.006395,-0.017186,,,,False,excluded_or_missing
AAL,2025-10-24,GAP_UP,0.0203681942812377,0.0203681942812377,2-5%,0.5814285714285713,13.025,12.765,BEARISH,12.792428571428571,False,13.89,12.91,13.79,245.0,0.0,,,,,-0.0587332053742801,,,,,,,,,,,,,False,excluded_or_missing
AAPL,2025-01-31,GAP_UP,0.0403948974866332,0.0403948974866332,2-5%,6.842142857142859,247.125,237.53,BEARISH,244.38814285714287,True,247.19,233.45,235.96,0.0,315.0,244.19,2025-01-31 09:35:00-05:00,5.0,0.033703,0.04518,0.006368,0.043982,True,0.000102,False,0.008518,0.006675,0.014046,0.018756,-0.13335443364882,False,2025-01-31 09:30:00-05:00,True,bearish_non_magenta
ABBV,2024-11-06,GAP_UP,0.0204294143898448,0.0204294143898448,2-5%,3.781071428571426,205.79,201.67,BEARISH,204.27757142857143,True,206.12,200.94,201.16,5.0,385.0,204.2,2024-11-06 09:40:00-05:00,10.0,0.014887,0.022499,0.000441,0.015965,False,-0.000808,False,0.007248,0.007297,0.006121,0.009843,88.5436481286332,False,2024-11-06 09:30:00-05:00,True,bearish_non_magenta
ABBV,2025-04-03,GAP_UP,0.0273077485736577,0.0273077485736577,2-5%,5.174285714285714,210.67,205.07,BEARISH,208.6002857142857,True,210.67,201.25,201.565,0.0,385.0,207.72,2025-04-03 09:45:00-04:00,15.0,0.029631,0.043219,0.008232,0.031148,True,0.000361,False,0.010784,0.01141,0.010928,0.017451,,,,False,excluded_or_missing
ABNB,2025-11-07,GAP_UP,0.0412794556920014,0.0412794556920014,2-5%,2.9985714285714247,125.495,120.52,BEARISH,124.29557142857144,True,125.495,117.26,120.88,0.0,90.0,122.175,2025-11-07 09:30:00-05:00,0.0,0.0106,0.036774,0.027174,0.040229,True,0.000696,False,0.01371,0.011418,0.030571,0.031308,24.153358081544063,False,2025-11-07 09:30:00-05:00,True,bearish_non_magenta
ACHR,2024-02-09,GAP_UP,0.0270270270270271,0.0270270270270271,2-5%,0.2853571428571428,5.32,5.18,BEARISH,5.205857142857143,False,5.45,5.285,5.405,205.0,10.0,,,,,-0.0159774436090225,,,,,,,,,,-21.70643732253336,False,2024-02-09 09:30:00-05:00,True,bearish_non_magenta
ACHR,2024-02-22,GAP_UP,0.0208333333333332,0.0208333333333332,2-5%,0.2764285714285713,5.145,5.04,BEARISH,5.034428571428571,True,5.15,4.86,4.86,15.0,380.0,5.025,2024-02-22 10:35:00-05:00,65.0,0.032836,0.055394,0.00597,0.032836,True,0.00597,False,0.004975,0.006965,0.006965,0.006965,100.0,False,2024-02-22 09:30:00-05:00,True,bearish_non_magenta
ACHR,2024-03-21,GAP_UP,0.0217391304347826,0.0217391304347826,2-5%,0.3546428571428572,5.17,5.06,BEARISH,5.028142857142857,True,5.185,5.0,5.11,350.0,125.0,5.025,2024-03-21 10:40:00-04:00,70.0,-0.016915,0.011605,0.031841,0.004975,True,0.008955,False,-0.004975,-0.002985,-0.000995,-0.0199,,,,False,excluded_or_missing
ACHR,2024-04-04,GAP_UP,0.027272727272727,0.027272727272727,2-5%,0.2414285714285714,4.52,4.4,BEARISH,4.423428571428571,True,4.54,4.385,4.47,5.0,50.0,4.415,2024-04-04 10:05:00-04:00,35.0,-0.012458,0.011062,0.014723,0.006795,True,0.007928,False,0.006795,-0.006795,0.0,-0.012458,,,,False,excluded_or_missing
ACHR,2024-06-05,GAP_UP,0.0476923076923076,0.0476923076923076,2-5%,0.16,3.405,3.25,BEARISH,3.341,True,3.55,3.29,3.445,220.0,15.0,3.33,2024-06-05 09:35:00-04:00,5.0,-0.034535,-0.011747,0.066066,0.012012,True,0.0,True,-0.003003,0.0,-0.022523,-0.024024,77.41525272219583,False,2024-06-05 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-07-03,GAP_UP,0.0430686406460296,0.0430686406460296,2-5%,0.2553571428571428,3.875,3.715,BEARISH,3.772857142857143,False,4.33,3.82,4.21,155.0,0.0,,,,,-0.0864516129032258,,,,,,,,,,21.66755840084608,False,2024-07-03 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-07-05,GAP_UP,0.1306413301662707,0.1306413301662707,12%+,0.2803571428571428,4.76,4.21,BEARISH,4.647857142857142,True,4.76,4.24,4.4,0.0,90.0,4.57,2024-07-05 09:30:00-04:00,0.0,0.037199,0.07563,0.041575,0.07221,True,0.003282,False,0.04267,0.028446,0.070022,0.062363,-14.81424775804004,False,2024-07-05 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-07-08,GAP_UP,0.0454545454545452,0.0454545454545452,2-5%,0.2835714285714285,4.6,4.4,BEARISH,4.486571428571429,True,4.6,4.415,4.51,0.0,20.0,4.455,2024-07-08 09:30:00-04:00,0.0,-0.012346,0.019565,0.032548,0.008979,True,0.026936,False,0.0,-0.012346,-0.01459,-0.010101,-39.34501826960332,False,2024-07-08 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-07-11,GAP_UP,0.0238907849829352,0.0238907849829352,2-5%,0.3214285714285713,4.5,4.395,BEARISH,4.371428571428572,True,4.56,4.31,4.56,375.0,130.0,4.335,2024-07-11 11:30:00-04:00,120.0,-0.051903,-0.013333,0.051903,0.005767,True,0.001153,True,0.0,0.0,-0.017301,-0.027682,67.58482906435853,False,2024-07-11 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-07-12,GAP_UP,0.0416666666666667,0.0416666666666667,2-5%,0.3242857142857142,4.75,4.56,BEARISH,4.620285714285714,False,5.18,4.675,5.04,65.0,0.0,,,,,-0.0610526315789473,,,,,,,,,,100.0,False,2024-07-12 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-07-15,GAP_UP,0.0367063492063491,0.0367063492063491,2-5%,0.3207142857142856,5.225,5.04,BEARISH,5.0967142857142855,True,5.25,4.95,5.05,25.0,65.0,5.095,2024-07-15 09:30:00-04:00,0.0,0.008832,0.033493,0.030422,0.028459,True,0.030422,False,-0.018646,-0.028459,0.026497,0.002944,-94.98006092721066,False,2024-07-15 09:30:00-04:00,True,magenta_max_bear
ACHR,2024-07-26,GAP_UP,0.0419501133786847,0.0419501133786847,2-5%,0.3203571428571429,4.595,4.41,BEARISH,4.466857142857142,False,4.765,4.51,4.685,265.0,55.0,,,,,-0.0195865070729053,,,,,,,,,,,,,False,excluded_or_missing
ACHR,2024-07-29,GAP_UP,0.0202774813233726,0.0202774813233726,2-5%,0.32,4.78,4.685,BEARISH,4.652,True,4.81,4.385,4.46,0.0,345.0,4.62,2024-07-29 10:10:00-04:00,40.0,0.034632,0.066946,0.00974,0.050866,False,-0.001082,False,0.005411,0.00974,0.016234,0.030303,,,,False,excluded_or_missing
ACHR,2024-08-06,GAP_UP,0.0435339308578746,0.0435339308578746,2-5%,0.3064285714285715,4.075,3.905,BEARISH,3.9524285714285714,True,4.095,3.845,3.915,0.0,15.0,3.91,2024-08-06 09:35:00-04:00,5.0,-0.001279,0.039264,0.024297,0.016624,True,-0.01023,False,0.011509,-0.012788,-0.015345,-0.006394,,,,False,excluded_or_missing
ACHR,2024-09-26,GAP_UP,0.0206896551724138,0.0206896551724138,2-5%,0.1478571428571428,2.96,2.9,BEARISH,2.900857142857143,True,2.99,2.825,2.91,150.0,60.0,2.89,2024-09-26 10:15:00-04:00,45.0,-0.00692,0.016892,0.034602,0.022491,True,0.0,False,0.017301,0.0,-0.015571,-0.025952,-21.50573370474537,False,2024-09-26 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-10-04,GAP_UP,0.032312925170068,0.032312925170068,2-5%,0.1535714285714285,3.035,2.94,BEARISH,2.9735714285714288,True,3.04,2.87,2.975,10.0,50.0,2.97,2024-10-04 09:50:00-04:00,20.0,-0.001684,0.019769,0.013468,0.03367,True,-0.005051,False,0.018519,0.03367,0.018519,0.010101,49.01557952809332,False,2024-10-04 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-11-01,GAP_UP,0.0222222222222223,0.0222222222222223,2-5%,0.1910714285714285,3.22,3.15,BEARISH,3.1435714285714287,False,3.33,3.18,3.275,125.0,5.0,,,,,-0.0170807453416148,,,,,,,,,,100.0,False,2024-11-01 09:30:00-04:00,True,bearish_non_magenta
ACHR,2024-11-06,GAP_UP,0.0371517027863777,0.0371517027863777,2-5%,0.2024999999999999,3.35,3.23,BEARISH,3.269,True,3.38,3.14,3.195,0.0,25.0,3.23,2024-11-06 09:35:00-05:00,5.0,0.010836,0.046269,0.010836,0.027864,True,-0.003096,False,0.021672,0.003096,0.003096,0.009288,,,,False,excluded_or_missing
ACHR,2025-02-19,GAP_UP,0.0308699719363891,0.0308699719363891,2-5%,0.8635714285714284,11.02,10.69,BEARISH,10.674571428571427,True,11.03,9.98,10.05,0.0,380.0,10.65,2025-02-19 09:30:00-05:00,0.0,0.056338,0.088022,0.035681,0.062911,True,0.013615,False,0.01784,0.035211,0.037089,0.028169,,,,False,excluded_or_missing
ACHR,2025-02-21,GAP_UP,0.0256663376110562,0.0256663376110562,2-5%,0.9464285714285712,10.39,10.13,BEARISH,10.011428571428572,True,10.58,9.11,9.13,15.0,290.0,9.925,2025-02-21 10:20:00-05:00,50.0,0.080101,0.12127,0.015617,0.082116,True,0.007557,False,0.020655,0.016625,0.006549,0.033249,,,,False,excluded_or_missing
ACHR,2025-06-09,GAP_UP,0.1187438665358195,0.1187438665358195,8-12%,0.6964285714285715,11.4,10.19,BEARISH,11.121428571428572,True,11.66,10.26,11.27,155.0,5.0,10.635,2025-06-09 09:30:00-04:00,0.0,-0.059709,0.011404,0.09638,0.035261,True,0.004231,False,-0.026328,-0.041843,-0.027739,-0.047485,,,,False,excluded_or_missing
ACHR,2025-06-16,GAP_UP,0.0345691382765529,0.0345691382765529,2-5%,0.8264285714285717,10.325,9.98,BEARISH,9.994428571428571,False,10.535,10.125,10.36,35.0,5.0,,,,,-0.0033898305084745,,,,,,,,,,,,,False,excluded_or_missing
ACHR,2025-09-29,GAP_UP,0.0204520990312165,0.0204520990312165,2-5%,0.5335714285714285,9.48,9.29,BEARISH,9.26657142857143,True,9.68,9.19,9.68,385.0,10.0,9.23,2025-09-29 09:35:00-04:00,5.0,-0.048754,-0.021097,0.048754,0.004334,True,0.008126,True,-0.004875,-0.006501,-0.011376,-0.007042,-24.44736815606305,False,2025-09-29 09:30:00-04:00,True,bearish_non_magenta
ACHR,2025-10-20,GAP_UP,0.0605520926090827,0.0605520926090827,5-8%,1.3342857142857143,11.91,11.23,BEARISH,11.376285714285714,False,12.12,11.41,11.98,345.0,65.0,,,,,-0.0058774139378673,,,,,,,,,,,,,False,excluded_or_missing
AEO,2024-03-07,GAP_UP,0.1113481228668941,0.1113481228668941,8-12%,0.8314285714285722,26.05,23.44,BEARISH,25.71742857142857,True,26.41,22.935,23.04,0.0,385.0,25.49,2024-03-07 09:30:00-05:00,0.0,0.096116,0.115547,0.036093,0.100235,True,0.020596,False,0.002354,0.018439,0.017262,0.028835,54.74528909350559,False,2024-03-07 09:30:00-05:00,True,bearish_non_magenta
AEO,2024-08-07,GAP_UP,0.02920245398773,0.02920245398773,2-5%,0.9739285714285718,20.97,20.375,BEARISH,20.58042857142857,True,20.97,19.995,20.09,0.0,365.0,20.54,2024-08-07 09:45:00-04:00,15.0,0.021908,0.041965,0.010711,0.026534,True,0.010711,False,0.001461,0.003651,-0.003165,0.002434,,,,False,excluded_or_missing
AEO,2024-11-06,GAP_UP,0.0319874147876245,0.0319874147876245,2-5%,0.5832142857142854,19.68,19.07,BEARISH,19.44671428571429,True,19.73,18.765,19.065,0.0,190.0,19.36,2024-11-06 09:30:00-05:00,0.0,0.015238,0.03125,0.019112,0.030733,True,0.004132,False,0.011622,0.006198,0.014721,0.028151,100.0,False,2024-11-06 09:30:00-05:00,True,bearish_non_magenta
AEO,2025-03-12,GAP_UP,0.0256744995648389,0.0256744995648389,2-5%,0.6142857142857142,11.785,11.49,BEARISH,11.539285714285716,True,11.82,11.335,11.48,0.0,145.0,11.53,2025-03-12 10:55:00-04:00,85.0,0.004337,0.02588,0.006938,0.016912,True,0.000434,False,0.003469,0.005204,0.011275,0.006505,38.9696787327423,False,2025-03-12 09:30:00-04:00,True,bearish_non_magenta
AEO,2025-03-17,GAP_UP,0.0632911392405062,0.0632911392405062,5-8%,0.6510714285714286,11.76,11.06,BEARISH,11.499571428571429,False,12.17,11.455,12.04,330.0,30.0,,,,,-0.0238095238095237,,,,,,,,,,,,,False,excluded_or_missing
AEO,2025-06-16,GAP_UP,0.02361782071927,0.02361782071927,2-5%,0.455714285714286,9.535,9.315,BEARISH,9.352714285714285,False,9.78,9.425,9.7,105.0,5.0,,,,,-0.0173046670162558,,,,,,,,,,-55.45795290609312,False,2025-06-16 09:30:00-04:00,True,bearish_non_magenta
AFRM,2024-01-24,GAP_UP,0.0257818095010742,0.0257818095010742,2-5%,2.717142857142858,42.97,41.89,BEARISH,41.88314285714286,True,43.77,40.32,40.46,10.0,285.0,41.72,2024-01-24 09:55:00-05:00,25.0,0.030201,0.058413,0.011505,0.033557,True,0.011505,False,0.003595,-0.006951,-0.006472,-0.00024,1.6741359012173624,False,2024-01-24 09:30:00-05:00,True,bearish_non_magenta
AFRM,2024-01-25,GAP_UP,0.0316361838853188,0.0316361838853188,2-5%,2.667857142857144,41.74,40.46,BEARISH,40.67285714285715,True,41.94,40.4,40.72,30.0,205.0,40.55,2024-01-25 10:40:00-05:00,70.0,-0.004192,0.024437,0.024414,0.003699,True,0.024414,False,-0.006412,-0.014057,-0.012824,0.000493,98.40661414857884,False,2024-01-25 09:30:00-05:00,True,bearish_non_magenta
AFRM,2024-02-14,GAP_UP,0.0412786307576139,0.0412786307576139,2-5%,3.454285714285714,41.37,39.73,BEARISH,39.98828571428571,False,41.49,40.14,40.985,25.0,110.0,,,,,0.009306260575296,,,,,,,,,,,,,False,excluded_or_missing
AFRM,2024-02-22,GAP_UP,0.034924965893588,0.034924965893588,2-5%,3.161428571428572,37.93,36.65,BEARISH,36.66542857142857,False,38.755,37.31,37.31,15.0,385.0,,,,,0.0163459003427365,,,,,,,,,,,,,False,excluded_or_missing
AFRM,2024-03-06,GAP_UP,0.031380172174396,0.031380172174396,2-5%,1.9249999999999992,37.14,36.01,BEARISH,36.37,True,38.345,36.245,36.86,215.0,55.0,36.32,2024-03-06 10:10:00-05:00,40.0,-0.014868,0.007539,0.055754,0.002065,True,0.008535,False,0.001652,-0.009637,-0.035242,-0.031112,,,,False,excluded_or_missing
AFRM,2024-06-03,GAP_UP,0.0216945678168774,0.0216945678168774,2-5%,1.5864285714285713,29.905,29.27,BEARISH,29.27042857142857,True,29.905,28.52,28.81,0.0,180.0,29.24,2024-06-03 09:45:00-04:00,15.0,0.014706,0.036616,0.007866,0.024624,True,0.007866,False,-0.00171,0.00684,0.012996,0.016416,72.37483395517648,False,2024-06-03 09:30:00-04:00,True,bearish_non_magenta
AFRM,2024-07-11,GAP_UP,0.0736860795454545,0.0736860795454545,5-8%,1.4232142857142855,30.235,28.16,BEARISH,29.665714285714284,True,30.41,28.9,29.62,0.0,150.0,29.36,2024-07-11 09:35:00-04:00,5.0,-0.008856,0.020341,0.020095,0.015668,True,0.017711,False,-0.0172,-0.009877,-0.002384,0.00545,,,,False,excluded_or_missing
AFRM,2024-10-09,GAP_UP,0.0398445092322643,0.0398445092322643,2-5%,2.0671428571428563,42.8,41.16,BEARISH,41.97314285714285,True,43.795,41.54,43.245,55.0,15.0,41.66,2024-10-09 09:45:00-04:00,15.0,-0.038046,-0.010397,0.051248,0.00288,True,0.008401,True,-0.027124,-0.049928,-0.024964,-0.032165,,,,False,excluded_or_missing
AFRM,2025-01-24,GAP_UP,0.0397356828193833,0.0397356828193833,2-5%,3.196428571428572,59.005,56.75,BEARISH,57.72642857142857,True,59.24,55.285,55.69,0.0,360.0,57.36,2025-01-24 10:00:00-05:00,30.0,0.029114,0.056182,0.012552,0.036175,True,0.002441,False,0.007148,0.010112,0.01447,0.023884,100.0,False,2025-01-24 09:30:00-05:00,True,bearish_non_magenta
AFRM,2025-01-28,GAP_UP,0.0228675136116152,0.0228675136116152,2-5%,3.133928571428572,56.36,55.1,BEARISH,55.10642857142857,True,57.915,54.64,57.69,370.0,10.0,54.64,2025-01-28 09:40:00-05:00,10.0,-0.05582,-0.023598,0.059938,0.0,True,0.010981,True,-0.028367,-0.015373,-0.026171,-0.018668,100.0,False,2025-01-28 09:30:00-05:00,True,bearish_non_magenta
AFRM,2025-05-27,GAP_UP,0.031452922077922,0.031452922077922,2-5%,3.630714285714286,50.83,49.28,BEARISH,49.37771428571428,False,51.54,49.835,51.145,215.0,5.0,,,,,-0.0061971276805037,,,,,,,,,,0.19033191735718,False,2025-05-27 09:30:00-04:00,True,bearish_non_magenta
AFRM,2025-05-29,GAP_UP,0.0312623274161734,0.0312623274161734,2-5%,3.488571428571428,52.285,50.7,BEARISH,50.88957142857142,False,53.27,51.4,52.06,30.0,155.0,,,,,0.0043033374772878,,,,,,,,,,-30.228048183607275,False,2025-05-29 09:30:00-04:00,True,bearish_non_magenta
AFRM,2025-06-09,GAP_UP,0.0212098074149486,0.0212098074149486,2-5%,2.394285714285714,60.185,58.935,BEARISH,59.22728571428571,False,61.74,59.15,61.35,380.0,0.0,,,,,-0.0193569826368696,,,,,,,,,,,,,False,excluded_or_missing
AFRM,2025-06-24,GAP_UP,0.0475387456837708,0.0475387456837708,2-5%,2.6896428571428586,65.225,62.265,BEARISH,64.14914285714285,True,66.04,63.745,65.675,100.0,5.0,64.07,2025-06-24 09:30:00-04:00,0.0,-0.025051,-0.006899,0.030748,0.005073,True,0.00078,True,-0.007024,-0.002887,-0.014203,-0.025909,,,,False,excluded_or_missing
AFRM,2025-10-01,GAP_UP,0.0374931581828132,0.0374931581828132,2-5%,4.149285714285717,75.82,73.08,BEARISH,74.1602857142857,True,76.07,73.7,74.475,135.0,0.0,73.78,2025-10-01 09:45:00-04:00,15.0,-0.00942,0.017739,0.031038,0.0,True,0.005964,False,-0.013418,-0.02643,-0.026837,-0.027446,,,,False,excluded_or_missing
AFRM,2025-10-06,GAP_UP,0.0289990645463049,0.0289990645463049,2-5%,3.871428571428575,77.0,74.83,BEARISH,75.45142857142856,True,77.06,74.49,75.87,0.0,30.0,75.11,2025-10-06 09:30:00-04:00,0.0,-0.010118,0.014675,0.025962,0.008255,True,0.004127,False,0.005725,0.001465,-0.010784,-0.014645,,,,False,excluded_or_missing
AFRM,2025-10-13,GAP_UP,0.0260233506822337,0.0260233506822337,2-5%,3.802500000000002,72.94,71.09,BEARISH,71.419,False,73.9,71.76,73.14,210.0,5.0,,,,,-0.0027419797093501,,,,,,,,,,,,,False,excluded_or_missing
AFRM,2025-10-27,GAP_UP,0.0202917771883289,0.0202917771883289,2-5%,3.903571428571426,76.93,75.4,BEARISH,75.36857142857144,False,77.3,75.49,76.435,205.0,5.0,,,,,0.0064344209021188,,,,,,,,,,,,,False,excluded_or_missing
AFRM,2026-01-27,GAP_UP,0.034427542033627,0.034427542033627,2-5%,3.7578571428571417,71.06,68.695,BEARISH,69.55685714285714,True,71.06,68.01,68.755,0.0,270.0,69.31,2026-01-27 09:35:00-05:00,5.0,0.008008,0.032437,0.010532,0.018756,True,0.001587,False,0.006781,0.010244,0.013057,0.003751,65.94274349703116,False,2026-01-27 09:30:00-05:00,True,bearish_non_magenta
AFRM,2026-02-03,GAP_UP,0.0411223996129657,0.0411223996129657,2-5%,3.587142857142858,64.56,62.01,BEARISH,63.12514285714286,True,64.56,59.69,61.68,0.0,225.0,61.665,2026-02-03 09:30:00-05:00,0.0,-0.000243,0.04461,0.046947,0.032028,True,0.009892,False,0.007865,0.00527,-0.009162,0.00073,-8.039369052434544,False,2026-02-03 09:30:00-05:00,True,bearish_non_magenta
AFRM,2026-02-06,GAP_UP,0.0217043829393454,0.0217043829393454,2-5%,3.657142857142858,60.725,59.435,BEARISH,59.262142857142855,True,61.005,55.35,57.075,0.0,360.0,58.82,2026-02-06 09:40:00-05:00,10.0,0.029667,0.060107,0.020401,0.058994,True,0.009266,False,0.039017,0.032557,0.030432,0.024991,,,,False,excluded_or_missing
AI,2024-01-24,GAP_UP,0.0272520817562452,0.0272520817562452,2-5%,1.366785714285714,27.14,26.42,BEARISH,26.59328571428572,True,27.18,25.38,25.44,0.0,290.0,26.51,2024-01-24 09:45:00-05:00,15.0,0.040362,0.062638,0.003961,0.042625,True,0.001886,False,0.016975,0.007922,0.010562,0.014334,19.235401415666495,False,2024-01-24 09:30:00-05:00,True,bearish_non_magenta
